label,x,y,area,mean_probability,max_probability
1056,2971.3931623931626,908.6410256410256,117,0.9192103,0.99152875
1057,3468.228494623656,913.7688172043011,372,0.9912177,0.9999986
1058,1513.0452261306532,912.0603015075377,199,0.9784768,0.99805033
1059,3587.462962962963,907.4629629629629,54,0.9021529,0.9787555
1060,2329.5737704918033,913.7950819672132,122,0.9117254,0.9872008
1061,4295.755980861244,915.4066985645933,209,0.97232044,0.9990951
1062,4933.9156118143455,917.1645569620254,237,0.9798952,0.9996575
1063,4019.813186813187,918.9010989010989,182,0.94731116,0.99331385
1064,4384.225,918.54375,160,0.97797567,0.9983936
1065,4456.7988826815645,919.4078212290502,179,0.9739445,0.99933505
1066,5460.077235772358,919.9959349593496,246,0.98506975,0.99970055
1067,3768.8333333333335,920.263440860215,186,0.96491086,0.9969644
1068,3240.9444444444443,917.5925925925926,54,0.8691893,0.9702259
1069,4238.298850574713,923.2413793103449,174,0.963225,0.9980122
1070,4520.790960451977,923.2146892655368,177,0.98085964,0.9996213
1071,4739.695238095238,923.9047619047619,105,0.92816806,0.99445045
1072,1990.2166666666667,929.2208333333333,240,0.98702705,0.99982774
1073,1386.3141993957704,932.1117824773414,331,0.98749655,0.9999326
1074,2978.8352272727275,928.3181818181819,176,0.97362417,0.99850464
1075,3867.703703703704,924.4814814814815,27,0.81530416,0.9502091
1076,4804.563218390805,931.5632183908046,261,0.9825815,0.99976796
1077,4950.0,925.3636363636364,22,0.82713264,0.9601653
1078,5505.2639593908625,930.0659898477157,197,0.9830849,0.99950147
1079,2392.113475177305,934.3723404255319,282,0.9807368,0.99994147
1080,4577.167597765363,931.7988826815642,179,0.9688321,0.9991405
1081,4690.660550458716,930.5321100917431,109,0.93828195,0.99272704
1082,1964.0656167979002,936.5905511811023,381,0.9899322,0.9999901
1083,3983.4541484716156,933.8122270742358,229,0.9786441,0.9995295
1084,4004.77207977208,935.7407407407408,351,0.99066895,0.9999721
1085,4206.6875,933.6490384615385,208,0.9711575,0.9992887
1086,2324.423469387755,937.3877551020408,196,0.95581114,0.9959472
